10026240	 gene_myotonic_dystrophy_protein_kinase_gene express rat cardiac muscle associate bing_sarcoplasmic_bing reticulum gap junction   bing_myotonic_dystrophy_bing bing_dm_bing one prevalent bing_muscular_disease_bing adult   molecular basis bing_autosomal_disorder_bing identify expansion ctg repeat 3' untranslate region gene encode protein kinase gene_dmpk_gene   pathophysiology disease role gene_dmpk_gene still obscure   previous demonstrate gene_dmpk_gene localize neuromuscular junction myotendinou junction terminal cisternae bing_sarcoplasmic_bing reticulum sr skeletal muscle intercalated disc cardiac muscle   report here new finding specific localization gene_dmpk_gene heart   polyclonal antibody raise against peptide sequence human gene_dmpk_gene use analyze subcellular distribution protein rat papillary muscle   confocal laser microscopy reveal strong although discontinuou reactivity intercalated discs together transverse band sarcoplasm   high resolution immunogold electron microscopy observe gene_dmpk_gene localize cytoplasmic surface junctional extended junctional bing_sarcoplasmic_bing reticulum suggest gene_dmpk_gene involve regulation excitation-contraction coupling   along intercalated disc gene_dmpk_gene find associate gap junction whereas absent two kind junctional complex fasciae adherente desmosomes   immunogold labeling gap junction purify fraction show gene_dmpk_gene co-localized connexin 43 major component type intercellular junction suggest gene_dmpk_gene play regulatory role transmission signal between myocyte  
10027077	 signaling pathway thrombin-induced actin reorganization pulmonary artery endothelial cell   actin-based cytoskeleton endothelial cell play important role regulate cell function   both thrombin phorbol 12-myristate 13-acetate an activator protein gene_kinase_c_gene bing_pkc_bing cause rearrangement actin increase permeability endothelial monolayer   conversely thrombin chem_pma_chem induce phosphorylation gene_myosin_gene light chain bing_mlc_bing process consider essential cellular contraction   therefore decide investigate signal pathway involve thrombin-induced actin reorganization pulmonary artery endothelial cell   thrombin induce rapid transient increase cytoskeletal actin parallel bing_mlc_bing phosphorylation   antagonism ca(2+)-binding protein calmodulix cam inhibition cam-dependent gene_mlc_kinase_gene mlck abolish elevation cytoskeletal actin whereas inhibition bing_pkc_bing   contrast chem_pma_chem decrease cytoskeleton-associated actin without affect phosphorylation bing_mlc_bing   a23187 ca(2+)- ionophore thapsigargin inhibitor endoplasmic ca(2+)-atpase presence absence chem_pma_chem increase cytoskeletal actin   therefore increase intracellular ca2+ even concurrent activation bing_pkc_bing insufficient redistribution actin cytoskeleton indicate thrombin recruit another signal pathway   both thrombin chem_pma_chem cause extensive rearrangement filamentou actin disappearance dense peripheral band increase stress fiber each agent induce distinct morphology   thrombin-induced rearrangement actin filament attenuate inhibitor bing_pkc_bing mlck   datum suggest both pkc- mlck-dependent pathway involve thrombin-induced endothelial cell actin rearrangement recruitment actin cytoskeleton necessary rearrangement   recruitment actin gene_myosin_gene cytoskeleton require bing_pkc_bing involve mlck-catalyzed phosphorylation bing_mlc_bing  
10029102	 bing_astrocytoma_bing adhesion extracellular matrix functional significance integrin focal gene_adhesion_kinase_gene expression   evidence accumulate implicate role integrin pathogenesis bing_cancer_disease_bing alteration cellular growth differentiation adhesive characteristic define feature   present report study panel 8 human bing_astrocytoma_bing cell line expression integrin subunit rt-pcr integrin heterodimer immunoprecipitation analysis   functionality integrin heterodimer assess use cell attachment assay plastic single matrix substrate   downstream effect integrin activation study western blot analysis fak expression human bing_astrocytoma_bing cell line grow plastic gene_fibronectin_gene matrix 13 primary human brain bing_tumor_bing specimen vary histopathological grade   furthermore study chem_tyrosine_chem gene_tyrosine_gene phosphorylation fak bing_astrocytoma_bing cell grow plastic versus gene_fibronectin_gene   finally analyse effect intermediate filament gene transfer fak phosphorylation sf-126 bing_astrocytoma_bing cell   datum show bing_astrocytoma_bing cell line express various integrin subunit rt-pcr heterodimer immunoprecipitation analysis   beta1 alphav integrin subunit express bing_astrocytoma_bing cell line   alpha3 subunit express cell line except sf-188   immunoprecipitation gene_fibronectin_receptor_gene alpha5beta1 integrin heterodimer vitronectin receptor alphavbeta3 identify several cell line   bing_astrocytoma_bing cell attachment study human matrix protein suggest integrin heterodimer functional   using confocal laser microscopy show fak colocalize actin stress fiber site gene_focal_adhesion_complex_gene   western blot fak variable quite ubiquitous express human bing_astrocytoma_bing cell line several primary human bing_astrocytoma_bing specimen   u373 u87 bing_mg_astrocytoma_bing cell bind gene_fibronectin_gene matrix fak phosphorylate   gfap-transfected sf-126 human bing_astrocytoma_bing cell show overexpres phosphorylate form fak cell place gene_fibronectin_gene matrix   result interest suggest manipulation bing_astrocytoma_bing cytoskeleton per se bring potential signaling change channel through integrin focal adhesion site lead activation key kinase such fak  
10036190	 genomic region encompass cluster olfactory receptor gene gene_myosin_light_chain_kinase_gene mylk gene duplicate human chromosome region 3q13-q21 3p13   olfactory receptor or multigene family wide distribute human genome   characterize here new cluster four gene hgmw-approved symbol or7e20p or7e6p or7e21p or7e22p human chromosome 3p13 contain approximate 250-kb region   region physical mapped 106-kb portion contain gene sequence   sequence disrupt frameshift stop codon appear arise through local duplication   gene_myosin_light_chain_kinase_gene pseudogene hgmw-approved symbol mylkp lie one end gene cluster   sequences span entire region present 3q13-q21 site functional mylk gene   region duplicate local before divergence primates two paralogou copy late separate site side centromere   study increase understanding evolution human genome   3p13 cluster first example tandem array pseudogenes duplication such cluster account accumulation large number pseudogene human genome  
10037026	 differential substrate recognition capability janus family protein chem_tyrosine_chem kinase within gene_interleukin_2_receptor_gene gene_il2r+_gene system jak3 potential molecular target treatment bing_leukemia_bing hyperactive jak-stat signal machinery   substrate recognition janus family protein chem_tyrosine_chem kinase examine utilize recombinant baculoviru produce component gene_interleukin_2_receptor_gene gene_il2r+_gene system i e jak1 transducers activator transcription stat   wild type jak3 chem_tyrosine_chem phosphorylate kinase-dead jak1 gene_jak1e908_gene   contrast wild type jak1 unable chem_tyrosine_chem phosphorylate kinase dead jak3 jak3e851   unilateral transphosphorylation between jak3 jak1 prompt hypothesis gene_il2r+_gene system activation jak3 precede jak1 activation   both il2rbeta il2rgammac subunit undergo chem_tyrosine_chem phosphorylation co-expressed wild-type jak3   comparison il2rbeta recognize chem_tyrosine_chem phosphorylate wild-type jak1   result consistent notion gene_jakl_gene pre-associated il2rbeta jak3 pre-associated il2rgammac   stat1 stat3 stat5 undergo chem_tyrosine_chem phosphorylation co-expressed gene_jakl_gene therefore substrate respective gene_jak_kinase_gene   contrast jak3 co-expression result chem_tyrosine_chem phosphorylation stat3 stat5 stat1   notably polypeptide represent kinase domain jak3 jak3-jh1 gain ability chem_tyrosine_chem phosphorylate stat1 suggest change substrate recognition influence domain outside kinase domain   finding provide evidence jak1 jak3 differential recognize specific substrate thereby have ability contribute specific signal substrate specificity influence multiple domain chem_tyrosine_chem kinase  
10037798	 matrix valency regulate integrin-mediated lymphoid adhesion via gene_syk_kinase_gene   lymphocytes accumulate within extracellular matrix ecm bing_tumor_bing wound inflammatory tissue   tissue large comprise polymerize adhesion protein such fibrin gene_fibronectin_fragment_gene   nonactivated lymphoid cell attach preferential polymerize ecm protein unable attach monomeric form fragment protein without previous activation   adhesion event depend appropriate spacing integrin adhesion site   adhesion nonactivated lymphoid cell polymeric ecm component result activation antigen receptor-associated gene_syk_kinase_gene accumulate adhesion-promoting podosome   fact activation gene_syk_gene antigen agonist well expression activate gene_syk_gene mutant lymphoid cell facilitate adhesion monomeric ecm protein fragment   result reveal cooperative interaction between signal emanate integrin antigen receptor serve regulate stable lymphoid cell adhesion retention within remodel ecm  
10048580	 de novo expression pp125fak human macrophage regulate gene_csk_gene distribution bing_map_bing kinase activation affect focal contact structure   protein chem_tyrosine_chem gene_tyrosine_gene kinase pp125fak focal gene_adhesion_kinase_gene fak express variety cell type implicate integrin-mediated signaling event   explore potential function fak express de novo cell type lack fak   show previous culture human macrophage lack fak still well-formed focal contact   adenovirus-mediated expression fak result appearance fak protein localiz focal contact become tyrosine-phosphorylated without perturb overall cell morphology focal contact   fak associate gene_csk_gene 48 h infection recruit focal contact   chem_tyrosine_chem gene_tyrosine_gene phosphorylation p130cas paxillin stimulate fak expression   phosphorylation p130cas lose 48 h parallel gene_csk_gene accumulation focal contact   erk2 form bing_map_bing kinase similar activate 12-24 h return low level 48 h finding demonstrate fak reconstitute focal contact cell lack without affect cell morphology focal contact structure   fak regulate distribution activity element bing_map_bing kinase signal pathway  
10051489	 glucocorticoid receptor down-regulate c-jun chem_amino_chem gene_terminal_kinase_gene induce bing_tumor_bing necrosis factor alpha fetal rat hepatocyte primary culture   effect chem_dexamethasone_chem jun n-terminal kinase jnk activity assay use fetal hepatocyte primary culture   addition bing_tumor_bing necrosis factor alpha tnf-alpha cause increase jnk dose- time-dependent manner   show activation jnk extracellular signal inhibit chem_dexamethasone_chem dose-dependent fashion   inhibitory effect observe cell treat 10 minute chem_dexamethasone_chem presence protein phosphatase inhibitor such orthovanadate okadaic acid cell previous treat chem_actinomycin_d_chem chem_actinomycin_chem glucocorticoid receptor gr precipitate fusion protein gst-c-jun 1-79 bind agarose bead   inhibitory effect glucocorticoid jnk activity observe use atf-2 substrate   addition chem_dexamethasone_chem inhibit jnk phosphorylation induce tnf-alpha   finally show gr phosphorylate chem_tyrosine_chem residue response tnf-alpha bing_epidermal_growth_factor_bing egf upon ligand-binding   result suggest anti-inflammatory effect glucocorticoid inflammatory pathway induce tnf-alpha explained part modulate jnk activity through direct protein-protein interaction jnk phosphorylation tyrosine-phosphorylation state gr regulatory step involve effect  
10051597	 oncogene p3k code constitutive active form phosphatidylinositol 3-kinase pi 3-kinase strong activate myogenic differentiation   inhibition endogenou pi 3-kinase activity specific inhibitor ly294002 dominant-negative mutant pi 3-kinase interfere myotube formation expression muscle-specific protein   here demonstrate downstream target pi 3-kinase gene_serine-threonine_kinase_gene gene_akt_gene play important role myogenic differentiation   expression constitutive active form gene_akt_gene dramatic enhance myotube formation expression muscle-specific protein myod chem_creatine_chem kinase myosin heavy chain desmin   transdominant negative form gene_akt_gene inhibit myotube formation expression muscle-specific protein   inhibition myotube formation reduce expression muscle-specific protein cause pi 3-kinase inhibitor ly294002 complete reverse constitutive active form gene_akt_gene   wild-type cellular gene_akt_gene effect partial reversal ly294002-induced inhibition myogenic differentiation   result suggest gene_akt_gene substitute pi 3-kinase stimulation myogenesis gene_akt_gene essential downstream component pi 3-kinase-induced muscle differentiation  
10051665	 growth factor-mediated fyn signaling regulate chem_alpha-amino-3-_hydroxy-5-methyl-4-isoxazolepropionic_acid_chem receptor expression rodent neocortical neuron   src-family protein chem_tyrosine_chem kinase ptks transduce signal regulate neuronal development synaptic plasticity   nature activator molecular mechanism underlie neural process unknown   here show brain-derived neurotrophic factor bdnf platelet-derived growth factor enhance expression chem_alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic_acid_chem ampa)-type chem_glutamate_chem receptor 1 2-3 protein rodent neocortical neuron via src-family ptk(s   increase chem_ampa_chem receptor level block culture neocortical neuron addition src-family-selective ptk inhibitor   accordingly neocortical culture fyn-knockout mouse fail respond bdnf whereas those wild-type mouse respond   moreover neocortex young fyn mutant exhibit significant vivo reduction chem_ampa_chem receptor protein mrna level   vitro kinase assay reveal bdnf indeed activate gene_fyn_kinase_gene enhance chem_tyrosine_chem phosphorylation fyn well enolase supplement exogenous   result suggest src-family kinase fyn activate growth factor play crucial role modulate chem_ampa_chem receptor expression during brain development  
10051674	 epithelial sodium channel regulate aldosterone-induced protein sgk   sodium homeostasis terrestrial freshwater vertebrate control corticosteroid hormone principal chem_aldosterone_chem stimulate electrogenic na+ absorption tight epithelium   although chem_aldosterone_chem know increase apical membrane na+ permeability target cell through change gene transcription mechanistic basis effect remain poor understand   predominant early effect chem_aldosterone_chem increase activity epithelial sodium channel enac although enac mrna protein level change initial   open probability and-or number channel apical membrane great increase unknown modulator   identify hormone-stimulated gene product modulate enac activity subtract cdna library generate a6 cell stable cell line renal distal nephron origin effect candidate enac activity test coexpression assay   report here identification sgk gene_serum_glucocorticoid-regulated_kinase_gene member serine-threonine kinase family aldosterone-induced regulator enac activity sgk mrna protein strong rapid hormone stimulate both a6 cell rat kidney   furthermore sgk stimulate enac activity approximate 7-fold coexpress xenopus laevis oocyte   datum suggest sgk play central role chem_aldosterone_chem regulation na+ absorption thus control extracellular fluid volume blood pressure sodium homeostasis  
10064167	 decreased expression gene_myotonic_dystrophy_protein_kinase_gene disorganization sarcoplasmic reticulum skeletal muscle bing_myotonic_dystrophy_bing   pathological expression gene_myotonic'dystrophy_protein_kinase_gene gene_dmpk_gene skeletal muscle bing_myotonic_dystrophy_bing bing_dm_bing study western blot analysis immunohistochemistry immunoelectron microscopy gene_dmpk_gene   western blot analysis show gene_dmpk_gene protein bing_dm_bing skeletal muscle dramatic decrease   dmpk-positive muscle fiber show typical bing_dm_bing pathological change such type atrophy central nucleus nuclear chain sarcoplasmic mass   degenerate dmpk-positive muscle fiber cross-striated band disappeared irregular granular dmpk-positive material appear sarcoplasm   immunoelectron microscopy gene_dmpk_gene localize terminal cisternae sarcoplasmic reticulum sr bing_dm_bing muscle   swollen dmpk-positive srs detect between well preserve myofibril early stage bing_dm_bing muscle degeneration degenerate intramembranou structure gene_dmpk_gene accumulation mitochondrion observe between disorganized myofibril degenerate bing_dm_bing muscle   conclude sr primary site degeneration bing_dm_bing skeletal muscle decrease gene_dmpk_gene cause dysregulation intracellular calcium metabolism follow bing_dm_bing muscle degeneration  
10064599	 c-jun function calcium-regulated transcriptional activator absence jnk-sapk1 activation   calcium principal second messenger control gene expression electrical activity neuron   recruitment coactivator creb-binding protein gene_cbp_gene prototypical calcium-responsive transcription factor creb stimulation gene_cbp_gene activity nuclear calcium signal one mechanism through calcium influx excitable cell activate gene expression   here show another cbp-interacting transcription factor c-jun mediate transcriptional activation upon activation l-type voltage-gated calcium channel   calcium-activated transcription mediate c-jun function absence stimulation c-jun gene_n-terminal_protein_kinase_gene jnk-sapk1 signal pathway require c-jun chem_amino_acid_chem residue ser63 ser73 two major phosphorylation site regulate c-jun activity response stress signal   similar creb-mediated transcription activation c-jun-mediated transcription calcium signal require calcium- calmodulin-dependent protein kinase dependent gene_cbp_gene function   result identify c-jun calcium-regulated transcriptional activator suggest control coactivator function i e recruitment gene_cbp_gene stimulation gene_cbp_gene activity general mechanism gene regulation calcium signal  
10066075	 gene_urokinase_gene gene_plasminogen_gene activator system target prognostic study breast bing_cancer_bing   identification patient high risk relapse current one important issue breast bing_cancer_bing research   selection high-risk patient continue difficult due unpredictable course disease   axillary lymph node status current recognize good clinical discriminant between good poor prognosis 30% node-negative patient 65% node-positive patient experience relapse   additional prognostic marker therefore urgent need   bing_metastatic_disease_bing main bing_cause_cancer_bing patient morbidity mortality measurement molecule functional involve regulation bing_tumor_bing invasion metastasis attractive mean predict prognosis   bing_cancer_bing invasion complex process degradation extracellular matrix play crucial role   degradation accomplish concerted action several proteolytic enzyme system include generation gene_plasmin_gene gene_urokinase_gene pathway gene_plasminogen_gene activation matrix metalloproteases extracellular protease   increased expression secretion gene_urokinase_gene gene_plasminogen_gene activator upa strong correlate malignant phenotype many type cell central role upa bing_tumor_bing invasion now well establish   review focus prognostic impact component gene_urokinase_gene gene_plasminogen_gene activation system breast bing_cancer_bing emphasize methodological issue  
10066810	 phosphorylation gene_cd45+_gene casein kinase 2 modulation activity mutational analysis   phosphorylation gene_cd45+_gene casein kinase 2 modulation activity mutational analysis   gene_cd45+_gene receptor-type protein-tyrosine phosphatase ptp require antigen-specific stimulation proliferation lymphocyte   study design determine nature specific kinase lymphocyte phosphorylate gene_cd45+_gene determine effect phosphorylation gene_cd45+_gene ptp activity   major gene_cytoplasmic_lymphocyte_kinase_gene phosphorylate gene_cd45+_gene identify casein kinase 2 ck2 use in-gel kinase assay combination immunoprecipitation immunodepletion specific inhibition   mutational analysis ck2 consensus site show target ck2 acidic insert 19 amino acid d2 domain ser ala mutation amino acid 965 968 969 973 abrogate ck2 phosphorylation gene_cd45+_gene   ck2 phosphorylation increase gene_cd45+_gene activity 3-fold toward phosphorylate gene_myelin_basic_protein_gene increase reversible pp2a treatment   mutation ser chem_glu_chem ck2 site same effect phosphorylation triple vmax gene_cd45+_gene   gene_cd45+_gene isolate vivo high phosphorylate phosphorylate ck2 without prior dephosphorylation phosphatase pp2a   conclude ck2 major lymphocyte kinase responsible vivo phosphorylation gene_cd45+_gene phosphorylation specific ck2 site regulate gene_cd45+_gene ptp activity  
